"id","value_bool","value_num","value_str","value_date","last_update","last_archive_id","last_archive_value_num","last_archive_value_str","shift_end_value_bool","shift_end_value_num","shift_end_value_str","shift_end_date","attr_jsonb"
"1273","","25","","","2018-02-28 11:40:57.077+01","3753645","","","","","","","null"
"1274","","-5","","","2018-02-28 11:41:44.459+01","3753648","","","","","","","null"
"1275","","25","","","2018-02-28 11:41:44.454+01","3753647","","","","","","","null"
"1276","","5","","","2018-02-28 11:41:55.728+01","3753650","","","","","","","null"
"1277","","25","","","2018-02-28 11:41:55.722+01","3753649","","","","","","","null"
"1278","","11111","","","2018-02-28 16:55:59.822+01","3753778","","","","","","","null"
"1279","","12","","","2018-02-28 16:55:59.375+01","3753777","","","","","","","null"
"1280","","","","","","","","","","","","","null"
"1285","","5","","","2018-03-01 13:16:58.492+01","3754420","","","","","","","null"
"1286","","66","","","2018-03-01 13:18:07.73+01","3754422","","","","","","","null"
"1287","","","","","","","","","","","","","null"
"1289","","","","","","","","","","","","","null"
"1290","","","","","","","","","","","","","null"
"1291","","","","","","","","","","","","","null"
"1292","","400","","","2018-05-08 14:51:55.185+02","6540353","","","","","","","null"
"1293","","220","","","2018-03-07 15:53:21.355+01","3758199","","","","","","","null"
"1294","","85","","","2018-05-23 15:42:04.298+02","8363967","","","","","","","null"
"1295","","230.9","","","2018-03-06 14:22:50.252+01","3756931","","","","","","","null"
"1296","","","","","","","","","","","","","null"
"1297","","","","","","","","","","","","","null"
"1298","","98","","","2018-05-23 13:13:12.744+02","8336406","","","","","","","null"
"1299","","689","","","2018-03-08 09:42:21.911+01","3758818","","","","","","","null"
"1300","","500","","","2018-03-08 09:42:34.426+01","3758819","","","","","","","null"
"1301","","102.9","","","2018-03-08 09:42:44.259+01","3758820","","","","","","","null"
"1302","","","","","","","","","","","","","null"
"1303","","","","","","","","","","","","","null"
"1304","","","","","","","","","","","","","null"
"1305","","0","","","2018-06-06 05:34:18.898+02","","","","","","","","null"
"1307","","0","","","2018-06-06 05:34:21.703+02","10777222","","","","","","","null"
"1309","","0","","","2018-06-06 05:34:24.74+02","10777227","","","","","","","null"
"1311","","","","","","","","","","","","","null"
"1312","","","","","","","","","","","","","null"
"1313","","","","","","","","","","","","","null"
"1314","","","","","","","","","","","","","null"
"1315","","","","","","","","","","","","","null"
"1317","","","","","","","","","","","","","null"
"1318","","89.1","","","2018-04-19 11:52:26.738+02","5139013","","","","","","","null"
"1319","","","","","","","","","","","","","null"
"1324","","","","","","","","","","","","","null"
"1325","","22","","","2018-03-13 15:05:59.866+01","","","","","","","","null"
"1326","","33","","","2018-03-14 16:59:09.728+01","","","","","","","","null"
"1327","","33","","","2018-03-14 16:59:09.76+01","","","","","","","","null"
"1328","","","","","","","","","","","","","null"
"1329","","500","","","2018-04-17 15:38:52.383+02","","","","","","","","null"
"1330","","400","","","2018-04-17 15:38:39.15+02","","","","","","","","null"
"1332","","1750","","","2018-04-17 15:43:05.768+02","","","","","","","","null"
"1333","","5","","","2018-03-21 13:46:34.702+01","3765262","","","","","","","null"
"1334","","3","","","2018-03-21 13:45:51.295+01","3765261","","","","","","","null"
"1335","","50","","","2018-03-21 13:39:33.249+01","3765248","","","","","","","null"
"1336","","80","","","2018-03-21 13:39:41.439+01","3765249","","","","","","","null"
"1337","","65","","","2018-03-21 13:41:06.928+01","3765253","","","","","","","null"
"1338","","85","","","2018-03-21 13:43:55.752+01","3765256","","","","","","","null"
"1339","","7","","","2018-03-21 13:42:06.17+01","3765255","","","","","","","null"
"1340","","4","","","2018-03-21 13:41:51.323+01","3765254","","","","","","","null"
"1341","","70","","","2018-03-21 13:41:01.068+01","3765252","","","","","","","null"
"1342","","95","","","2018-03-21 13:44:03.552+01","3765257","","","","","","","null"
"1343","","5","","","2018-03-21 13:40:29.326+01","3765251","","","","","","","null"
"1344","","1","","","2018-03-21 13:40:20.147+01","3765250","","","","","","","null"
"1345","","11","","","2018-06-07 17:02:11.249+02","11120052","","","","","","","null"
"1351","","482","","","2018-04-11 14:31:36.174+02","4687562","","","","","","","null"
"1356","","40","","","2018-03-22 11:21:16.028+01","","","","","","","","null"
"1359","","480","","","2018-03-21 17:38:33.779+01","","","","","","","","null"
"1364","","18","","","2018-03-22 11:22:14.07+01","","","","","","","","null"
"1367","","478","","","2018-04-27 15:57:59.702+02","5651002","","","","","","","null"
"1372","","66","","","2018-04-27 10:33:45.073+02","5623895","","","","","","","null"
"1375","","476","","","2018-04-27 15:58:31.05+02","5651049","","","","","","","null"
"1376","","","","","","","","","","","","","null"
"1377","","","","","","","","","","","","","null"
"1378","","135","","","2018-06-07 17:05:00.307+02","","","","","","","","null"
"1379","","0","","","2018-03-23 09:35:00.461+01","","","","","","","","null"
"1380","","0","","","2018-03-23 09:35:00.445+01","","","","","","","","null"
"1381","","0","","","2018-03-23 09:35:00.384+01","","","","","","","","null"
"1382","","100","","","2018-04-20 11:15:00.469+02","","","","","","","","null"
"1383","","0","","","2018-03-23 09:35:00.396+01","","","","","","","","null"
"1384","","0","","","2018-03-23 09:35:00.405+01","","","","","","","","null"
"1385","","0","","","2018-03-23 09:35:00.364+01","","","","","","","","null"
"1386","","-0","","","2018-03-23 09:35:00.225+01","","","","","","","","null"
"1387","","0","","","2018-03-23 09:35:00.433+01","","","","","","","","null"
"1388","","0","","","2018-03-23 09:35:00.441+01","","","","","","","","null"
"1389","","0","","","2018-03-23 09:35:00.339+01","","","","","","","","null"
"1390","","0","","","2018-03-23 09:35:00.249+01","","","","","","","","null"
"1391","","0","","","2018-03-23 09:35:00.287+01","","","","","","","","null"
"1392","","0","","","2018-03-23 09:35:00.33+01","","","","","","","","null"
"1393","","0","","","2018-03-23 09:35:00.273+01","","","","","","","","null"
"1394","","0","","","2018-03-23 09:35:00.476+01","","","","","","","","null"
"1395","","0","","","2018-03-23 09:35:00.235+01","","","","","","","","null"
"1396","","0","","","2018-03-23 09:35:00.469+01","","","","","","","","null"
"1397","","1","","","2018-04-20 11:15:00.483+02","","","","","","","","null"
"1398","","1","","","2018-04-20 11:15:00.437+02","","","","","","","","null"
"1399","","1","","","2018-04-20 11:15:00.474+02","","","","","","","","null"
"1400","","1","","","2018-04-20 11:15:00.477+02","","","","","","","","null"
"1401","","6669791","","","2018-06-07 17:05:00.32+02","","","","","","","","null"
"1402","","6669791","","","2018-06-07 17:05:00.305+02","","","","","","","","null"
"1403","","6669791","","","2018-06-07 17:05:00.312+02","","","","","","","","null"
"1404","","6669791","","","2018-06-07 17:05:00.315+02","","","","","","","","null"
"1405","","0","","","2018-03-23 09:35:00.416+01","","","","","","","","null"
"1406","","0","","","2018-03-23 09:35:00.461+01","","","","","","","","null"
"1407","","0","","","2018-03-23 09:35:00.257+01","","","","","","","","null"
"1408","","0","","","2018-03-23 09:35:00.297+01","","","","","","","","null"
"1409","","0","","","2018-03-23 09:35:00.346+01","","","","","","","","null"
"1410","","100","","","2018-04-20 11:15:01.21+02","","","","","","","","null"
"1411","","0","","","2018-04-20 11:15:01.219+02","","","","","","","","null"
"1412","","0","","","2018-03-23 10:00:00.768+01","","","","","","","","null"
"1413","","0","","","2018-05-15 23:05:00.548+02","","","","","","","","null"
"1414","","0","","","2018-03-23 10:00:00.675+01","","","","","","","","null"
"1415","","0","","","2018-04-20 11:15:01.224+02","","","","","","","","null"
"1416","","0","","","2018-05-15 23:05:00.557+02","","","","","","","","null"
"1417","","0","","","2018-05-15 23:05:00.539+02","","","","","","","","null"
"1418","","0","","","2018-03-23 10:00:00.685+01","","","","","","","","null"
"1419","","0","","","2018-03-23 10:00:00.71+01","","","","","","","","null"
"1420","","0","","","2018-05-15 23:05:00.528+02","","","","","","","","null"
"1421","","0","","","2018-04-20 11:15:01.184+02","","","","","","","","null"
"1422","","0","","","2018-04-20 11:15:01.246+02","","","","","","","","null"
"1423","","0","","","2018-04-20 11:15:01.164+02","","","","","","","","null"
"1424","","0","","","2018-04-20 11:15:01.249+02","","","","","","","","null"
"1425","","1","","","2018-05-15 23:05:00.576+02","","","","","","","","null"
"1426","","1","","","2018-05-15 23:05:00.524+02","","","","","","","","null"
"1427","","1","","","2018-05-15 23:05:00.572+02","","","","","","","","null"
"1428","","1","","","2018-05-15 23:05:00.565+02","","","","","","","","null"
"1429","","1893900","","","2018-06-07 17:05:00.299+02","","","","","","","","null"
"1430","","1893900","","","2018-06-07 17:05:00.272+02","","","","","","","","null"
"1431","","1893900","","","2018-06-07 17:05:00.282+02","","","","","","","","null"
"1432","","1893900","","","2018-06-07 17:05:00.289+02","","","","","","","","null"
"1433","","0","","","2018-03-23 10:00:00.776+01","","","","","","","","null"
"1434","","0","","","2018-05-15 23:05:00.562+02","","","","","","","","null"
"1435","","0","","","2018-03-23 10:00:00.688+01","","","","","","","","null"
"1436","","0","","","2018-03-23 10:00:00.713+01","","","","","","","","null"
"1437","","0","","","2018-05-15 23:05:00.538+02","","","","","","","","null"
"1438","","0","","","2018-05-15 23:05:00.546+02","","","","","","","","null"
"1439","","0","","","2018-03-23 10:00:00.789+01","","","","","","","","null"
"1440","","0","","","2018-05-15 23:05:00.569+02","","","","","","","","null"
"1441","","11","","","2018-06-07 17:05:00.278+02","","","","","","","","null"
"1442","","100","","","2018-04-20 11:15:01.096+02","","","","","","","","null"
"1443","","0","","","2018-04-20 11:15:01.105+02","","","","","","","","null"
"1444","","0","","","2018-03-23 10:05:00.557+01","","","","","","","","null"
"1445","","0","","","2018-05-15 23:05:00.466+02","","","","","","","","null"
"1446","","0","","","2018-03-23 10:05:00.469+01","","","","","","","","null"
"1447","","0","","","2018-04-20 11:15:01.112+02","","","","","","","","null"
"1448","","0","","","2018-05-15 23:05:00.477+02","","","","","","","","null"
"1449","","0","","","2018-05-15 23:05:00.457+02","","","","","","","","null"
"1450","","0","","","2018-03-23 10:05:00.479+01","","","","","","","","null"
"1451","","0","","","2018-03-23 10:05:00.501+01","","","","","","","","null"
"1452","","0","","","2018-05-15 23:05:00.452+02","","","","","","","","null"
"1453","","0","","","2018-04-20 11:15:01.02+02","","","","","","","","null"
"1454","","0","","","2018-04-20 11:15:01.148+02","","","","","","","","null"
"1455","","0","","","2018-04-20 11:15:01.012+02","","","","","","","","null"
"1456","","0","","","2018-04-20 11:15:01.149+02","","","","","","","","null"
"1457","","1","","","2018-05-15 23:05:00.509+02","","","","","","","","null"
"1458","","1","","","2018-05-15 23:05:00.435+02","","","","","","","","null"
"1459","","1","","","2018-05-15 23:05:00.507+02","","","","","","","","null"
"1460","","1","","","2018-05-15 23:05:00.488+02","","","","","","","","null"
"1461","","1893900","","","2018-06-07 17:05:00.269+02","","","","","","","","null"
"1462","","1893900","","","2018-06-07 17:05:00.254+02","","","","","","","","null"
"1463","","1893900","","","2018-06-07 17:05:00.26+02","","","","","","","","null"
"1464","","1893900","","","2018-06-07 17:05:00.263+02","","","","","","","","null"
"1465","","0","","","2018-03-23 10:05:00.559+01","","","","","","","","null"
"1466","","0","","","2018-05-15 23:05:00.495+02","","","","","","","","null"
"1467","","0","","","2018-03-23 10:05:00.484+01","","","","","","","","null"
"1468","","0","","","2018-03-23 10:05:00.507+01","","","","","","","","null"
"1469","","0","","","2018-05-15 23:05:00.461+02","","","","","","","","null"
"1470","","0","","","2018-05-15 23:05:00.469+02","","","","","","","","null"
"1471","","0","","","2018-03-23 10:05:00.572+01","","","","","","","","null"
"1472","","0","","","2018-05-15 23:05:00.501+02","","","","","","","","null"
"1473","","40","","","2018-04-20 11:15:01.038+02","","","","","","","","null"
"1474","","100","","","2018-04-20 11:15:00.566+02","","","","","","","","null"
"1475","","0","","","2018-04-20 11:15:00.589+02","","","","","","","","null"
"1476","","0","","","2018-03-23 10:05:00.418+01","","","","","","","","null"
"1477","","0","","","2018-05-15 23:05:00.384+02","","","","","","","","null"
"1478","","0","","","2018-03-23 10:05:00.324+01","","","","","","","","null"
"1479","","0","","","2018-04-20 11:15:00.593+02","","","","","","","","null"
"1480","","0","","","2018-05-15 23:05:00.395+02","","","","","","","","null"
"1481","","0","","","2018-05-15 23:05:00.375+02","","","","","","","","null"
"1482","","0","","","2018-03-23 10:05:00.332+01","","","","","","","","null"
"1483","","0","","","2018-03-23 10:05:00.361+01","","","","","","","","null"
"1484","","0","","","2018-05-15 23:05:00.371+02","","","","","","","","null"
"1485","","0","","","2018-04-20 11:15:00.495+02","","","","","","","","null"
"1486","","0","","","2018-05-15 23:05:00.418+02","","","","","","","","null"
"1487","","0","","","2018-04-20 11:15:00.488+02","","","","","","","","null"
"1488","","0","","","2018-04-20 11:15:00.712+02","","","","","","","","null"
"1489","","0","","","2018-03-23 10:05:00.459+01","","","","","","","","null"
"1490","","1","","","2018-05-15 23:05:00.358+02","","","","","","","","null"
"1491","","1","","","2018-05-15 23:05:00.427+02","","","","","","","","null"
"1492","","1","","","2018-05-15 23:05:00.399+02","","","","","","","","null"
"1493","","0","","","2018-03-23 10:05:00.428+01","","","","","","","","null"
"1494","","1893900","","","2018-06-07 17:05:00.236+02","","","","","","","","null"
"1495","","1893900","","","2018-06-07 17:05:00.241+02","","","","","","","","null"
"1496","","1893900","","","2018-06-07 17:05:00.244+02","","","","","","","","null"
"1497","","0","","","2018-03-23 10:05:00.421+01","","","","","","","","null"
"1498","","0","","","2018-05-15 23:05:00.406+02","","","","","","","","null"
"1499","","0","","","2018-03-23 10:05:00.345+01","","","","","","","","null"
"1500","","0","","","2018-03-23 10:05:00.365+01","","","","","","","","null"
"1501","","0","","","2018-05-15 23:05:00.38+02","","","","","","","","null"
"1502","","0","","","2018-05-15 23:05:00.389+02","","","","","","","","null"
"1503","","0","","","2018-03-23 10:05:00.431+01","","","","","","","","null"
"1504","","0","","","2018-05-15 23:05:00.412+02","","","","","","","","null"
"1505","","18","","","2018-04-20 11:15:00.524+02","","","","","","","","null"
"1506","","100","","","2018-04-20 11:15:00.902+02","","","","","","","","null"
"1507","","0","","","2018-04-20 11:15:00.939+02","","","","","","","","null"
"1508","","0","","","2018-03-23 10:10:00.572+01","","","","","","","","null"
"1509","","0","","","2018-05-15 23:05:00.237+02","","","","","","","","null"
"1510","","0","","","2018-03-23 10:10:00.465+01","","","","","","","","null"
"1511","","0","","","2018-04-20 11:15:00.942+02","","","","","","","","null"
"1512","","0","","","2018-05-15 23:05:00.256+02","","","","","","","","null"
"1513","","0","","","2018-05-15 23:05:00.227+02","","","","","","","","null"
"1514","","0","","","2018-03-23 10:10:00.452+01","","","","","","","","null"
"1515","","0","","","2018-03-23 10:10:00.512+01","","","","","","","","null"
"1516","","0","","","2018-05-15 23:05:00.22+02","","","","","","","","null"
"1517","","0","","","2018-04-20 11:15:00.688+02","","","","","","","","null"
"1518","","0","","","2018-04-20 11:15:00.999+02","","","","","","","","null"
"1519","","0","","","2018-04-20 11:15:00.674+02","","","","","","","","null"
"1520","","0","","","2018-04-20 11:15:00.983+02","","","","","","","","null"
"1521","","1","","","2018-05-15 23:05:00.279+02","","","","","","","","null"
"1522","","1","","","2018-05-15 23:05:00.208+02","","","","","","","","null"
"1523","","1","","","2018-05-15 23:05:00.274+02","","","","","","","","null"
"1524","","1","","","2018-05-15 23:05:00.26+02","","","","","","","","null"
"1525","","1893900","","","2018-06-07 17:05:00.34+02","","","","","","","","null"
"1526","","1893900","","","2018-06-07 17:05:00.323+02","","","","","","","","null"
"1527","","1893900","","","2018-06-07 17:05:00.333+02","","","","","","","","null"
"1528","","1893900","","","2018-06-07 17:05:00.329+02","","","","","","","","null"
"1529","","0","","","2018-03-23 10:10:00.579+01","","","","","","","","null"
"1530","","0","","","2018-05-15 23:05:00.265+02","","","","","","","","null"
"1531","","0","","","2018-03-23 10:10:00.466+01","","","","","","","","null"
"1532","","0","","","2018-03-23 10:10:00.497+01","","","","","","","","null"
"1533","","0","","","2018-05-15 23:05:00.232+02","","","","","","","","null"
"1534","","0","","","2018-05-15 23:05:00.245+02","","","","","","","","null"
"1535","","0","","","2018-03-23 10:10:00.592+01","","","","","","","","null"
"1536","","0","","","2018-05-15 23:05:00.269+02","","","","","","","","null"
"1537","","66","","","2018-04-27 10:35:00.302+02","","","","","","","","null"
"1538","","29","","","2018-06-07 17:11:00.209+02","","","","","","","","null"
"1539","","","","","","","","","","","","","null"
"1540","","","","","","","","","","","","","null"
"1541","","","","","","","","","","","","","null"
"1542","","","","","","","","","","","","","null"
"1543","","","","","","","","","","","","","null"
"1544","","","","","","","","","","","","","null"
"1545","","","","","","","","","","","","","null"
"1546","","","","","","","","","","","","","null"
"1547","","","","","","","","","","","","","null"
"1548","","","","","","","","","","","","","null"
"1549","","","","","","","","","","","","","null"
"1550","","5","","","2018-04-09 10:36:14.98+02","","","","","","","","null"
"1552","","50","","","2018-04-03 11:26:31.642+02","","","","","","","","null"
"1553","","12500","","","2018-04-09 10:36:14.993+02","","","","","","","","null"
"1554","","2000","","","2018-04-03 14:14:50.746+02","","","","","","","","null"
"1555","","20","","","2018-04-03 11:42:38.382+02","","","","","","","","null"
"1556","","100","","","2018-04-03 14:14:50.758+02","","","","","","","","null"
"1557","","200","","","2018-04-03 14:18:35.223+02","","","","","","","","null"
"1558","","20","","","2018-04-03 14:18:35.237+02","","","","","","","","null"
"1559","","400","","","2018-04-09 10:21:03.857+02","","","","","","","","null"
"1560","","100","","","2018-04-10 11:42:21.101+02","","","","","","","","null"
"1561","","100","","","2018-06-07 17:09:43.845+02","","","","","","","","null"
"1562","","100","","","2018-04-10 11:42:05.785+02","","","","","","","","null"
"1563","","2006","","","2018-04-03 15:11:45.781+02","","","","","","","","null"
"1564","","400","","","2018-04-09 10:26:31.937+02","","","","","","","","null"
"1565","","2007","","","2018-04-03 15:19:36.623+02","","","","","","","","null"
"1566","","2007","","","2018-04-03 15:19:36.596+02","","","","","","","","null"
"1567","","22","","","2018-04-04 15:52:03.387+02","","","","","","","","null"
"1568","","110","","","2018-04-09 10:27:50.302+02","","","","","","","","null"
"1569","","","","","","","","","","","","","null"
"1570","","","","","","","","","","","","","null"
"1571","","","","","","","","","","","","","null"
"1572","","","red","","2018-04-16 14:02:34.377+02","","","","","","","","null"
"1573","","","","","","","","","","","","","null"
"1574","","","","","","","","","","","","","null"
"1575","","","","","","","","","","","","","null"
"1576","","402.5","","","2018-06-07 17:11:00.189+02","","","","","","","","null"
"1577","","30","","","2018-05-07 15:00:03.361+02","","","","","","","","null"
"1578","","100","","","2018-04-13 14:00:00.195+02","","","","","","","","null"
"1579","","200","","","2018-06-06 00:00:00.024+02","","","","","","","","null"
"1580","","600","","","2018-05-29 23:00:00.052+02","","","","","","","","null"
"1581","","4","","","2018-05-07 15:00:03.67+02","","","","","","","","null"
"1582","","9","","","2018-04-13 14:00:00.085+02","","","","","","","","null"
"1583","","16","","","2018-06-06 00:00:00.072+02","","","","","","","","null"
"1584","","25","","","2018-05-29 23:00:00.045+02","","","","","","","","null"
"1585","","20","","","2018-06-06 00:00:00.072+02","","","","","","","","null"
"1586","","44.4444444444444","","","2018-05-29 23:00:00.058+02","","","","","","","","null"
"1587","","100.125","","","2018-05-07 15:00:05.751+02","","","","","","","","null"
"1588","","100","","","2018-04-13 14:00:00.067+02","","","","","","","","null"
"1589","","","","","","","","","","","","","null"
"1590","","0.5","","","2018-04-13 14:00:00.131+02","","","","","","","","null"
"1591","","4","","","2018-06-06 00:00:00.091+02","","","","","","","","null"
"1592","","5","","","2018-05-29 23:00:00.051+02","","","","","","","","null"
"1593","","10.5","","","2018-05-07 15:00:04.957+02","","","","","","","","null"
"1594","","","","","","","","","","","","","null"
"1595","","1436.20987654321","","","2018-06-01 11:07:00.682+02","","","","","","","","null"
"1596","","2160.41666666667","","","2018-06-04 09:34:43.6+02","","","","","","","","null"
"1597","","","","","","","","","","","","","null"
"1598","","","","","","","","","","","","","null"
"1599","","0","","","2018-05-03 16:42:01.492+02","","","","","","","","null"
"1600","","","","","","","","","","","","","null"
"1602","","600","","","2018-04-17 15:42:07.691+02","","","","","","","","null"
"1603","","200","","","2018-04-17 15:43:05.75+02","","","","","","","","null"
"1605","","200","","","2018-04-17 15:18:24.251+02","","","","","","","","null"
"1607","","","","","","","","","","","","","null"
"1608","","","","","","","","","","","","","null"
"1609","","100","","","2018-04-30 13:46:57.436+02","","","","","","","","null"
"1610","","200","","2018-04-18 06:00:00+02","2018-04-19 14:38:03.447+02","","","","","","","","null"
"1611","","0","","","2018-06-07 17:09:43.925+02","","","","","","","","null"
"1612","","","","","","","","","","","","","null"
"1613","","5","","","2018-04-20 09:00:31.943+02","5205706","","","","","","","null"
"1614","","0","","","2018-04-20 09:00:31.875+02","5205705","","","","","","","null"
"1615","","","","","","","","","","","","","null"
"1616","","","","","","","","","","","","","null"
"1617","","","","","","","","","","","","","null"
"1618","","","","","","","","","","","","","null"
"1619","","","","","","","","","","","","","null"
"1620","","","","","","","","","","","","","null"
"1621","","","","","","","","","","","","","null"
"1622","","","","","","","","","","","","","null"
"1623","","","","","","","","","","","","","null"
"1624","","","","","","","","","","","","","null"
"1625","","5","","","2018-04-20 14:23:56.885+02","5228237","","","","","","","null"
"1626","","20","","","2018-04-20 14:25:04.278+02","5228324","","","","","","","null"
"1627","","5","","","2018-04-20 15:58:11.5+02","5233911","","","","","","","null"
"1628","","30","","","2018-05-04 10:24:06.959+02","6018022","","","","","","","null"
"1629","","","","","","","","","","","","","null"
"1630","","","","","","","","","","","","","null"
"1631","","","","","","","","","","","","","null"
"1632","","","","","","","","","","","","","null"
"1633","","","","","","","","","","","","","null"
"1634","","","","","","","","","","","","","null"
"1635","","","","","","","","","","","","","null"
"1645","","","","","","","","","","","","","null"
"1653","","","","","","","","","","","","","null"
"1654","","","","","","","","","","","","","null"
"1655","","","","","","","","","","","","","null"
"1704","","","","","","","","","","","","","null"
"1705","","","","","","","","","","","","","null"
"1707","","5","","","2018-05-02 17:09:33.549+02","5855614","","","","","","","null"
"1708","","0","","","2018-05-02 17:09:33.541+02","5855613","","","","","","","null"
"1749","","","","","","","","","","","","","null"
"1871","","0","","","2018-05-03 17:23:09.486+02","","","","","","","","null"
"1872","","22","","","2018-05-03 17:19:37.794+02","","","","","","","","null"
"1873","","16","","","2018-06-07 17:09:43.934+02","11121507","","","","","","","null"
"1874","","","","","","","","","","","","","null"
"1996","","","","","","","","","","","","","null"
"1997","","","","","","","","","","","","","null"
"1999","","","","","","","","","","","","","null"
"2001","","","","","","","","","","","","","null"
"2163","","","","","","","","","","","","","null"
"2164","","","","","","","","","","","","","null"
"2165","","","","","","","","","","","","","null"
"2166","","","","","","","","","","","","","null"
"2167","","","","","","","","","","","","","null"
"2168","","","","","","","","","","","","","null"
"2169","","","","","","","","","","","","","null"
"2250","","85","","","2018-06-01 09:11:04.336+02","9888866","","","","","","","null"
"2251","","900","","","2018-05-23 16:13:42.931+02","8369565","","","","","","","null"
"2252","","120","","","","","","","","","","","null"
"2253","","","","","","","","","","","","","null"
"2254","","","","","","","","","","","","","null"
"2377","","","","","","","","","","","","","null"
"2418","","","","","","","","","","","","","null"
"2420","","0","","","2018-05-17 05:35:00.357+02","","","","","","","","null"
"2421","","0","","","2018-05-17 05:35:00.342+02","","","","","","","","null"
"2422","","0","","","2018-05-17 05:35:00.337+02","","","","","","","","null"
"2423","","0","","","2018-05-17 05:35:00.373+02","","","","","","","","null"
"2424","","0","","","2018-05-17 05:35:00.35+02","","","","","","","","null"
"2425","","4238843","","","2018-06-07 17:05:00.226+02","","","","","","","","null"
"2426","","4238843","","","2018-06-07 17:05:00.233+02","","","","","","","","null"
"2427","","0","","","2018-06-01 10:35:00.35+02","","","","","","","","null"
"2428","","0","","","2018-06-01 10:35:00.348+02","","","","","","","","null"
"2429","","0","","","2018-06-01 10:35:00.358+02","","","","","","","","null"
"2430","","9300","","","2018-06-07 17:05:00.396+02","","","","","","","","null"
"2431","","9300","","","2018-06-07 17:05:00.37+02","","","","","","","","null"
"2432","","9300","","","2018-06-07 17:05:00.384+02","","","","","","","","null"
"2433","","9300","","","2018-06-07 17:05:00.391+02","","","","","","","","null"
"2434","","","","","","","","","","","","","null"
"2516","","","","","","","","","","","","","null"
"2517","","","","","","","","","","","","","null"
"2605","","0","","","2018-06-05 16:25:00.199+02","","","","","","","","null"
"2606","","0","","","2018-06-05 16:25:00.196+02","","","","","","","","null"
"2607","","0","","","2018-06-05 16:25:00.202+02","","","","","","","","null"
"2608","","0","","","2018-06-05 16:25:00.191+02","","","","","","","","null"
"2609","","0","","","2018-05-23 14:55:00.32+02","","","","","","","","null"
"2610","","0","","","2018-05-24 09:20:17.671+02","","","","","","","","null"
"2611","","0","","","2018-05-24 09:20:17.659+02","","","","","","","","null"
"2612","","0","","","2018-05-24 09:20:17.663+02","","","","","","","","null"
"2613","","","","","","","","","","","","","null"
"2615","","86","","","2018-06-01 09:10:52.374+02","9888819","","","","","","","null"
"2616","","88","","","2018-06-01 09:10:58.938+02","9888842","","","","","","","null"
"2617","","800","","","2018-05-23 16:09:20.824+02","8368779","","","","","","","null"
"2618","","","","","","","","","","","","","null"
"2740","","","","","","","","","","","","","null"
"2742","","10","","","2018-06-07 16:21:58.427+02","","","","","","","","null"
"2743","","55","","","2018-06-07 16:21:58.427+02","","","","","","","","null"
"2745","","15","","","2018-06-07 16:21:58.427+02","","","","","","","","null"
"2826","","","","","","","","","","","","","null"
"2827","","","","","","","","","","","","","null"
"2828","","","","","","","","","","","","","null"
"3085","","","","","","","","","","","","","null"
"3088","","0","","","2018-06-07 15:58:39.918+02","11105989","","","","","","2018-06-07 22:00:00+02","null"
"3089","","50","","","2018-06-06 10:28:29.04+02","10815466","","","","","","2018-06-07 22:00:00+02","null"
"3090","","5","","","2018-05-29 14:47:39.853+02","","","","","","","2018-06-07 22:00:00+02","null"
"3091","","10","","","2018-05-29 14:47:35.248+02","","","","","","","2018-06-07 22:00:00+02","null"
"3092","","45","","","2018-05-29 14:47:51.162+02","","","","","","","2018-06-07 22:00:00+02","null"
"3093","","99","","","2018-06-06 10:15:15.394+02","","","","","","","2018-06-07 22:00:00+02","null"
"3094","","20","","","2018-06-06 10:16:53.024+02","10812103","","","","","","2018-06-07 22:00:00+02","null"
"3096","","","","","","","","","","","","","null"
"3098","","","","","","","","","","","","","null"
"3141","","200","","","2018-06-05 13:05:12.242+02","10631389","","","","","","","null"
"3142","","500","","","2018-05-30 16:40:59.048+02","","","","","","","","null"
"3184","","","","","","","","","","","","","null"
"3186","","","","","","","","","","","","","null"
"3308","","","","","","","","","","","","","null"
"3309","","","","","","","","","","","","","null"
"3311","","","","","","","","","","","","","null"
"3313","","","","","","","","","","","","","null"
"3435","","","","","","","","","","","","","null"
"4040","","999","","","2018-06-07 16:22:45.376+02","","","","","","","","null"
"4041","","998","","","2018-06-07 16:22:53.043+02","","","","","","","","null"
